
                                    96LIST
                    BBS's Supporting 9600 bps CONNECT Rates

                         Compiled and Distributed by:
                      The DownTown BBS - Los Angeles, CA
                                (213) 484-0260
                         [3/12/2400 -- Public Access]
              9600 v.32/14.4k v.32bis/14.4k HST Lines Available

             See 96MODEM.LST for Modem abbreviations used below.

  AC/Phone        BBS Name                        City       State  Modem
713-520-5719  Prime                       Houston            TX     HST
713-520-9566  Ye Olde Bailey              Houston            TX     ULT
713-521-0698  The Exchange BBS            Houston            TX     DS2
713-541-3910  Software Expressions BBS    Houston            TX     HST
713-568-6401  WCS1NET                     Houston            TX     HST
713-578-8155  V-45 Express                Katy               TX     HST
713-579-8979  The Breakfast Club          Houston            TX     DS2
713-584-1821  The Leaders in Control      Houston            TX     DS
713-589-0308  The InterMix Chamber        Houston            TX     DS2
713-640-2533  MacEndeavour                Houston            TX     TB2
713-668-3849  Club Megabyte               Houston            TX     DS
713-673-5510  Open Access                 Houston            TX     ULT
713-682-6508  Two Wheelers                Houston            TX     HST
713-688-1729  JW's Laser BBS              Houston            TX     HST
713-771-2802  The Abend BBS Public        Houston            TX     VH
713-821-4174  The END Adult BBS!!         Houston            TX     HST
713-821-6629  Texxas Star                 Houston            TX     DS2
713-849-2659  TEJAS                       Houston            TX     ULT
713-855-4382  Cloud Nine BBS              Houston            TX     HST
713-855-4773  Houston SwingShift III      Houston            TX     HST
713-855-6540  The Mechanic Shop BBS       Houston            TX     HST
713-859-6320  The Computer Shop BBS       Katy               TX     V32
713-890-5456  The LAST Stop BBS           Houston            TX     HST
713-890-6257  Southern Oracle             Houston            TX     DS2
713-890-7017  Radar's Little BBS          Houston            TX     DS
713-894-5636  South Texas BBS Systems     Houston            TX     CS1
713-947-9866  The ComPort BBS             Houston            TX     HST
713-955-0063  South Texas BBS Systems     Houston            TX     CS1
713-961-1604  Sands ProBoard              Houston            TX     DS2
713-980-9671  COMM Port One               Houston            TX     DS2
713-984-2782  Bay Area BBS                Houston            TX     V32
714-249-9257  Music Terminal              ......             CA     CS1
714-252-1131  CompuServe                  Newport Beach      CA     V32
714-255-9508  Colossus Galactica          Brea               CA     DS2
714-279-5458  The Board BBS               Corona             CA     HST
714-359-3189  Commnet-386                 Riverside          CA     DS2
714-359-3230  Aries PCBoard               Riverside          CA     HST
714-361-5150  Builders Board              San Clemente       CA     HST
714-367-1755  Electric Dreams             Laguna Hills       CA     DS
714-377-0263  1139/South!                 Huntington Beach   CA     DS2
714-381-6013  The PC Spectrum RBBS-PC     Colton             CA     DS
714-432-9104  PC-Applications             Costa Mesa         CA     HST4
714-447-4356  Hustler's Corner BBS        Fullerton          CA     HST
714-457-0359  Discovery BBS               Mission Viejo      CA     HST
714-492-1045  The Calypso BBS             San Clemente       CA     HST4
714-493-3819  The Crow's Nest             Monarch Beach      CA     HST
714-535-1258  Philosopher's Log           Anaheim            CA     HST
714-539-1246  12 & 12 Anonymous BBS       Garden Grove       CA     V32
714-539-2477  The Master's BBS            Garden Grove       CA     HST
714-539-8644  Orange Co North             Garden Grove       CA     HST
714-545-3175  Clipboard                   Costa Mesa         CA     HST
714-552-3715  Legends BBS                 Irvine             CA     HST
714-559-6862  Beginners Luck BBS          Irvine             CA     V32
714-563-9431  CompuServe                  Anaheim            CA     V32
714-583-1679  Digital Illusions           El Toro            CA     HST
714-591-6991  The Cloak Of Illusion       Fullerton          CA     HST
714-593-6144  Gentle Rain Forum           Claremont          CA     HST
714-597-7858  Sound Source                Chino Hills        CA     HST
714-625-4920  Flash Point BBS             .....              CA     DS
714-636-2667  The Kandy Shack             Garden Grove       CA     DS2
714-638-2298  F.O.G.                      Garden Grove       CA     DS
714-638-8353  F.O.G.                      Garden Grove       CA     HST
714-639-1139  Ol' Codger's BBS            Orange             CA     DS
714-642-0561  Bourbon St. West            Santa Ana          CA     HST
714-646-6094  PC_HEAVEN                   .....              CA     HST4
714-650-2737  Remote Designs              Costa Mesa         CA     HST
714-666-9238  ChristianInfoExchange       Anaheim            CA     V32
714-675-9121  The Waterfront              Newport Beach      CA     DS
714-678-2691  Valley Business BBS         Wildomar           CA     HST
714-682-5940  Teleconnect BBS             Riverside          CA     HST
714-688-2658  Commu.Potential             Riverside          CA     HST
714-689-9229  The Legend Graphics BBS     Riverside          CA     DS2
714-720-1139  The Kernel                  Newport Beach      CA     HST
714-735-2573  Home BBS                    ......             CA     CS1
714-736-9548  CompuStar Network           Corona             CA     HST
714-753-1068  Western Digital Support     ......             CA     HST
714-780-5175  Executive Computer EC Tech  ......             CA     CS1
714-785-4586  The I.H.S. BBS              Norco              CA     DS
714-785-9176  Solid Rock BBS              Riverside          CA     HST
714-824-3254  C.P.U. BBS                  Colton             CA     HST
714-825-4042  ieCG BBS                    ......             CA     CS1
714-826-0125  The Point After BBS         Anaheim            CA     HST
714-827-2018  NymphoZit                   Anaheim            CA     DS
714-827-3728  The Business Store          Buena Park         CA     HST
714-830-1884  System III                  El Toro            CA     HST
714-836-8650  Traveller's Outpost         Santa Ana          CA     HST
714-837-3218  The Solar System 2          .....              CA     DS
714-837-9677  The Solar System 1          .....              CA     DS
714-838-4689  Shepherds Flock Family BBS  Irvine             CA     V32
714-838-6539  Mount Silverthorn           Tustin             CA     DS
714-848-1506  NOHO BBS 1                  Huntington Beach   CA     DS2
714-848-9714  NOHO BBS 2                  Huntington Beach   CA     HST
714-854-6760  Moving & Shaking            Irvine             CA     V32
714-870-4614  Online Exchange BBS         Fullerton          CA     HST
714-870-9624  Aim Online Services         Fullerton          CA     DS
714-874-7255  Ice House BBS               ......             CA     CS1
714-924-7336  The Seven Seas BBS          Moreno Valley      CA     V32B
714-927-8146  Hemet Nights BBS            Hemet              CA     HST
714-939-1041  Homer                       Tustin             CA     DS2
714-947-7478  Diamond Bar BBS             Ontario            CA     DS
714-952-2110  CA Self-Help Library        Anaheim            CA     HST
714-952-8910  Pleasure Island             .....              CA     HST
714-965-9963  C.E.S. BBS                  .....              CA     V32B
714-986-1525  The Otter's Holt            Ontario            CA     DS
714-989-2603  Chips Unlimited RBBS-PC     Rancho Cucamonga   CA     HST
714-992-0716  La Habra Connection         La Habra           CA     HST
714-993-5311  x-Point BBS                 Placentia          CA     DS
714-994-4705  JRL Online Services         La Mirada          CA     HST
714-996-0805  Archivist's Scroll          Yorba Linda        CA     HST
714-996-8996  PC Exchange                 Placentia          CA     HST
715-387-1339  Promised Land               Marshfield         WI     DS
715-435-3855  Rapid River BBS             .....              WI     DS
715-453-7615  Jeaux Garage                Tomahawk           WI     DS
715-539-2950  OutLand!                    Merrill            WI     HST
715-652-2758  Twilight Zone               Auburndale         WI     DS
715-732-4134  CompuLine/PIDS              Marinette          WI     HST
715-748-4614  MIBBS                       Medford            WI     HST
716-225-7446  The Magic Carpet BBS        Rochester          NY     HST
716-262-2612  The Pigeon Coop BBS         Rochester          NY     DS
716-271-6592  Data Comm                   Rochester          NY     HST
716-288-0299  Runt's Madhouse             Rochester          NY     HST
716-288-5848  The Shack TOO               Rochester          NY     DS
716-289-3351  Chris' Amiga                Manchester         NY     HST
716-381-4749  The Mountains of Shadow     Pittsford          NY     DS2
716-381-8538  The Rochester Lab           Pittsford          NY     DS
716-396-2699  EFX Systems                 Canandaigua        NY     HST
716-426-5202  Xerox National PC-Board     Rochester          NY     HST
716-436-9497  NightWorX                   Rochester          NY     DS
716-442-8144  I'm Crushing Your Head      Rochester          NY     HST
716-461-5201  The Recovery Room BBS       Rochester          NY     DS2
716-475-3044  The Garden South GSBBS      Henrietta          NY     V32
716-482-2592  Crystal Palace              Rochester          NY     V32
716-482-5401  The Wayward Wind            Rochester          NY     DS
716-526-6495  W-FL Teacher Resource Cntr  Stanley            NY     DS
716-554-5372  Interstellar Systems        Vine Valley        NY     HST
716-594-1804  Micro Science               Chili              NY     DS2
716-594-4227  The Oracle BBS              North Chili        NY     DS
716-646-1114  BackScatter BBS             Boston             NY     TB
716-685-9162  Topgun                      ......             NY     CS1
716-688-1552  Med TechNet                 Buffalo            NY     HST
716-723-0060  Vinnie's BBS                Rochester          NY     HST
716-865-2106  Knight Moves BBS            Rochester          NY     HST
716-872-0128  Mike's Maze                 Webster            NY     HST
716-889-2016  Flower City Central         Chili              NY     HST
717-243-0055  L & T's Spitfire BBS        Carlisle           PA     DS2
717-245-2847  Micro Medical Center BBS    Carlisle           PA     DS
717-248-2699  KB-NET                      Lewistown          PA     HST
717-323-1457  The Forrest's End           Williamsport       PA     HST
717-354-5027  Rabbit Hutch                East Earl          PA     DS
717-387-5000  BloomsBurg/Shigaraki Net    Bloomsburg         PA     V32
717-397-0538  Mike and Rose's BBS         Lancaster          PA     DS2
717-533-2865  P/T BBS                     Cleona             PA     HST
717-540-5828  LSS Nightline BBS           .......            PA     HST
717-561-8150  Megaboard ]I[               Harrisburg         PA     VH
717-588-7549  Parallax/ParaNet Omicron    Bushkill           PA     HST
717-622-2421  Coal Cracker BBS            Pottsville         PA     HST
717-653-9621  The BOYS Room               Mt Joy             PA     DS2
717-657-2223  The Other BBS               Harrisburg         PA     HST
717-686-3037  Al's Cabin                  Milford            PA     HST
717-689-3123  Brinkman's Hollow BBS       Hamlin             PA     HST4
717-759-1693  NePa BBS                    Berwick            PA     HST
717-795-9636  The Christian BBs           Mechanicsburg      PA     HST
717-828-9416  Jerry's Place BBS           Dingmans Ferry     PA     HST
717-853-3599  The Depot RBBS              Susquehanna        PA     DS2
717-876-0152  The Northeast File Bank     Jermyn             PA     HST
717-876-5869  GROUND ZER0!!! BBS          Archbald           PA     HST
717-938-6760  Infinity V BBS              Lewisberry         PA     DS2
717-944-0655  Middletown BBS              Middletown         PA     HST
717-944-6877  Dino ][                     Middletown         PA     HST
717-948-0212  Middletown BBS              ......             PA     CS1
717-992-4467  The Allied Group BBS        Brodheadsville     PA     DS
718-204-7831  Sgt. Peppers BBS            Long Island City   NY     DS
718-217-0898  PharmStat Systems Public    Bayside            NY     DS
718-238-5399  Mega-City BBS               ........           NY     DS
718-251-9346  MORE BBS                    Brooklyn           NY     DS
718-252-4529  The Taste BBS               Brooklyn           NY     HST4
718-276-0246  Design Line BBS             Rosedale           NY     V32
718-278-2120  The WALL                    Long Island City   NY     HST
718-337-1615  The Raven BBS               .....              NY     DS
718-341-3606  VIAX                        ......             NY     CS1
718-377-0768  Moondog BBS Private         Brooklyn           NY     HST
718-381-3651  The Bard's Lair             Brooklyn           NY     DS
718-386-6010  Orphan BBS                  Ridgewood          NY     HST4
718-416-1727  The OnLine Store            .....              NY     DS
718-461-9487  The Corner Palace BBS       College Point      NY     HST
718-468-6388  PharmStat Systems Private   Bayside            NY     VH
718-494-8310  Staten Island Exchange      Staten Island      NY     VH
718-494-9273  The Event Horizon           Staten Island      NY     DS
718-667-4470  Black Box BBS               Staten Island      NY     HST
718-692-1368  Moondog BBS Private         Brooklyn           NY     HST4
718-692-2498  Moondog BBS Public          Brooklyn           NY     VH
718-692-2942  David's Girls BBS           Brooklyn           NY     HST
718-698-1776  Obscured By Clouds BBS      .....              NY     V32
718-721-2051  C Shop BBS                  Long Island City   NY     V32
718-756-7201  L'chaim BBS                 Brooklyn           NY     DS
718-793-4796  The BELFRY(!)               Forest Hills       NY     HST
718-816-7792  Night Shift                 Staten Island      NY     HST
718-853-8957  Brooklyn Perverts BBS       Brooklyn           NY     V32
718-894-2515  Final Frontier              Midl Village       NY     HST
718-934-1843  Shadowdale BBS              Brooklyn           NY     V32
718-972-6099  Star-Link Network BBS       New York           NY     DS2
719-380-8813  Programmers Playhouse       Colorado Springs   CO     HST
719-390-9249  Electric Locksmith          Colorado Springs   CO     HST
719-391-1092  The Crystal Cave            Widefield          CO     HST
719-391-8958  The Wandering Consultant    Security           CO     HST
719-392-6631  Wildcat Orphanage           Fountain           CO     V32
719-550-9305  CS-Depot                    Colorado Springs   CO     DS2
719-574-3304  FireNet Leader              Colorado Springs   CO     HST
719-578-9127  Sci-Line                    Colorado Springs   CO     HST
719-578-9406  SmartNet                    Colorado Springs   CO     HST
719-579-0593  Hornet's Nest               Colorado Springs   CO     HST
719-591-6496  The Dark Crystal            Colorado Springs   CO     HST
719-632-2566  Cosug                       Colorado Springs   CO     DS2
719-632-2657  Goldmill BBS                Colorado Springs   CO     HST
719-634-1115  DeskTop Central             Colorado Springs   CO     HST
719-637-1458  Scorpion                    Colorado Springs   CO     HST
800-331-7166  CompuServe 800              .........          OH     V32
800-US-HAYES  Online With Hayes           ........           ..     ULT
801-261-8976  Salt Air BBS                Salt Lake City     UT     DS2
801-261-8979  Salt Air BBS                Salt Lake City     UT     ULT
801-269-0795  Nibbles 'n Bits             Murray             UT     DS
801-374-8080  FamTies BBS                 Provo              UT     HST
801-451-9102  MIC Computer BBS            Farmington         UT     HST
801-486-0929  The Iron Grid               Salt Lake City     UT     DS
801-489-3558  Pro Executive Connection 1  Springville        UT     HST4
801-521-9777  CompuServe                  Salt Lake City     UT     V32
801-563-6348  The Holodeck                Smithfield         UT     HST
801-586-1418  BBS-Cedar City              Cedar City         UT     HST
801-586-3589  BBS-Cedar City              Cedar City         UT     DS
801-586-4699  BBS-Cedar City              Cedar City         UT     DS
801-777-2527  Diamondback                 ......             UT     CS1
802-334-2057  CUS-VT                      New Port           VT     DS2
802-388-9899  Green Mountain Mac BBS      Middlebury         VT     DS
802-425-2139  Micro Corner                Ferrisburgh        VT     HST4
802-479-0551  Sol II System               Barre              VT     V32
802-482-2265  VT Education System         Hinesburg          VT     HST
802-860-1795  High-Z                      Burlington         VT     HST
802-860-1875  We Serve Your Drives        Burlington         VT     HST
802-860-1908  Dog Dish                    South Burlington   VT     CS1
802-899-4988  The Data Dungeon!           Underhill          VT     V32B
803-229-1747  Late Night Express BBS      Greenwood          SC     HST
803-232-5328  CompuServe                  Greenville         SC     V32
803-236-7481  AmiSS                       Myrtle Beach       SC     DS2
803-256-3546  ParaSoft BBS                Columbia           SC     HST
803-279-1183  Hero's Guild                Belvedere          SC     DS2
803-279-4124  Augusta Forum               North Augusta      SC     HST
803-299-3668  Door to the South           Greenville         SC     DS2
803-393-7399  Pee Dee Exchange            ......             SC     CS1
803-456-2747  Shareware Connection        Ware Shoals        SC     HST
803-525-2665  The Low Country             Beaufort           SC     DS
803-548-0900  Fort Mill BBS               Fort Mill          SC     VH
803-552-0700  Charleston Classifieds      N. Charleston      SC     ULT
803-556-7485  East Bay X-Change 1         Charleston         SC     HST
803-556-7514  East Bay X-Change 2         Charleston         SC     ULT
803-569-7195  The Crowe's Nest            Goose Creek        SC     HST
803-571-1633  The NUTT House BBS          Charleston         SC     HST
803-572-3353  The UNKNOWN BBS             Goose Creek        SC     HST
803-576-6212  Hyperspace I BBS            Spartanburg        SC     HST
803-577-0545  The B.I.B.S. System         Charleston         SC     DS
803-588-2430  Beyond Reality              Folly Beach        SC     HST
803-593-4391  The Valley Connection       Gloverville        SC     HST
803-648-0283  Keep It Simple              Aiken              SC     HST
803-649-5303  Aiken Transient Authority   Aiken              SC     HST
803-649-9612  The SpeakEasy               Aiken              SC     DS2
803-650-9022  Periscope BBS               Myrtle Beach       SC     HST
803-732-1049  Dragon's Den                Columbia           SC     HST
803-763-4657  Charles Towne BBS           Charleston         SC     HST
803-768-4782  Seabrook Island Board       John's Island      SC     HST
803-776-0323  Bundy's Shoe Store BBS      ......             SC     CS1
803-821-1363  The General Store           Summerville        SC     HST
803-859-2229  Lifeline                    ......             SC     CS1
803-875-3020  Randy's House               Summerville        SC     HST
803-951-3848  EgoMania BBS                ......             SC     CS1
803-957-8691  The Enchanted Realm         Columbia           SC     HST
804-261-1819  B&C BBS                     Richmond           VA     DS
804-262-9289  Boot Factory                Richmond           VA     HST
804-264-0035  C & C                       Richmond           VA     HST
804-264-2107  The Back Door               Richmond           VA     HST
804-353-4160  Intercity BBS               Richmond           VA     DS
804-436-3125  The Apex                    Chesapeake         VA     HST
804-461-5354  CompuServe                  Norfolk            VA     V32
804-465-5375  Play Pen BBS                Chesapeake         VA     DS
804-489-7450  Terrapin Station            Norfolk            VA     DS
804-491-3192  The Weyr BBS                Virginia Beach     VA     HST4
804-495-4955  Touch of Ireland            Virginia Beach     VA     HST
804-525-2358  Laser TAG                   Forest             VA     V32
804-525-9760  Bloom Beacon-Picayune       .....              VA     DS
804-591-0736  The Felicia BBS             Newport News       VA     HST
804-591-8537  Brokedown Palace            Newport News       VA     HST
804-626-0103  The No*Name BBS             Norfolk            VA     HST
804-671-8547  The Skeleton Closet         Virginia Beach     VA     HST
804-721-3320  TEL-COM                     Virginia Beach     VA     DS
804-744-0797  The FreeBoard BBS           Midlothian         VA     HST
804-793-0950  The Hugman's BBS            Danville           VA     DS
804-793-6094  Just For Fun BBS            Danville           VA     DS
804-826-1928  Ten Bowl BBS                Hampton            VA     HST
804-846-6518  Starbase 9000               Lynchburg          VA     DS
804-851-7675  The Party Place             Hampton            VA     HST
804-857-4346  TimeLords BBS               Norfolk            VA     DS
804-865-6848  Pier 22 BBS                 Hampton            VA     HST
804-877-3539  Virginia Data Exchange      Ft Monroe          VA     DS
804-929-6113  The CCC BBS                 Madison Heights    VA     V32
805-252-0450  The Space Station BBS       Canyon Country     CA     HST
805-256-6457  Rosamond Astronomical       Rosamond           CA     HST
805-258-5304  Desert Connection!          Edwards            CA     V32
805-264-1383  dCOM Support                Lancaster          CA     HST
805-272-1812  Lighthouse BBS              Palmdale           CA     HST
805-322-5587  The Dew Drop Inn            Bakersfield        CA     HST
805-323-4741  The Night Gallery           ......             CA     CS1
805-327-3839  Wiz Kids                    ......             CA     CS1
805-334-2242  MSI HQ BBS Private          Bakersfield        CA     V32
805-334-2243  MSI HQ BBS Private          Bakersfield        CA     HST
805-334-2244  MSI HQ BBS Private          Bakersfield        CA     HST
805-334-2245  MSI HQ BBS Private          Bakersfield        CA     HST
805-334-2246  MSI HQ BBS Private          Bakersfield        CA     DS
805-334-2264  MSI HQ BBS Private          Bakersfield        CA     ULT
805-334-2265  MSI HQ BBS Private          Bakersfield        CA     ULT
805-334-2267  MSI HQ BBS Private          Bakersfield        CA     ULT
805-334-2268  MSI HQ BBS Private          Bakersfield        CA     ULT
805-334-2269  MSI HQ BBS Public           Bakersfield        CA     HST
805-334-2270  MSI HQ BBS Public           Bakersfield        CA     HST
805-395-0250  MSI HQ BBS Private          Bakersfield        CA     V32
805-395-0650  MSI HQ BBS Public           Bakersfield        CA     ULT
805-395-0672  MSI HQ BBS Public           Bakersfield        CA     HST
805-395-0667  MSI HQ BBS Public           Bakersfield        CA     ULT
805-393-8012  Lawman Mailroom             ......             CA     CS1
805-395-0672  Wildcat! BBS                Bakersfield        CA     DS
805-398-9321  Cats BBS/The Eagle          ......             CA     CS1
805-399-1765  KAOS-AMIGA                  Bakersfield        CA     DS
805-482-8030  Tomcat Productions          Oxnard             CA     HST4
805-483-1467  Surfboard                   Oxnard             CA     V32
805-488-7430  RoyaLink                    Oxnard             CA     HST
805-488-8973  The R&R BBS                 Oxnard             CA     DS
805-494-9386  Pacific Coast Micro         Thousand Oaks      CA     HST
805-496-7320  Pacific Coast Micro         Thousand Oaks      CA     CS1
805-498-3500  The NOMAD PCBoard           Thousand Oaks      CA     V32
805-522-7795  The Library                 Simi Valley        CA     DS
805-523-2774  The Late Show! BBS          Moorpark           CA     CS1
805-523-2775  The Late Show! BBS          Moorpark           CA     V32
805-523-8997  The Late Show! BBS          Moorpark           CA     HST
805-526-2541  Coral Reef                  Simi Valley        CA     HST
805-581-4515  SpareTime TBBS              Simi Valley        CA     DS2
805-582-1534  Modem ONE BBS               Simi Valley        CA     HST
805-583-8367  Stargate Systems BBS        Simi Valley        CA     V32
805-652-1478  His Board                   Ventura            CA     HST
805-659-3313  805 SysOp                   Saticoy            CA     DS
805-659-4760  Wizards Window BBS          ......             CA     CS1
805-769-8177  OilFields BBS               ......             CA     CS1
805-871-5414  The Underground BBS         Bakersfield        CA     HST
805-872-5227  MobilNet                    Bakersfield        CA     V32
805-937-6205  The Back Door BBS           Orcutt             CA     HST
805-943-5881  CoreDump BBS                Quartz Hill        CA     DS
805-944-2994  Hitchhikers Guide           Littlerock         CA     V32
805-949-6947  The Researcher's BBS        Lancaster          CA     HST
805-962-0122  Network XXIII               Santa Barbara      CA     HST
805-964-4766  The Seaside BBS             Santa Barbara      CA     HST
805-983-4303  The Golden Retriever        Oxnard             CA     HST
806-792-6116  Windmill Company            Lubbock            TX     DS2
806-795-0509  The Crystal Palace          Lubbock            TX     V32
806-797-7512  Club RayD8                  Lubbock            TX     V32
806-799-5228  Dark Side Of The Moon       Lubbock            TX     DS
807-345-5522  OnLine Now                  Thunder Bay        ONT    HST
807-468-8226  Central RBBS                Kenora             ONT    DS2
807-767-9687  The Wolf's Den              Thunder Bay        ONT    HST
808-338-9999  PeaceKauai                  Kauai              HI     HST
808-456-8510  Ghostcomm Tele-Services     Honolulu           HI     DS
808-528-0430  CompuServe                  Honolulu           HI     V32
808-531-1355  Musubi BBS                  Honolulu           HI     HST
808-732-6909  The Magic Castle            Honolulu           HI     DS
808-845-7054  Coconuts BBS                Honolulu           HI     DS
808-889-6832  Kohala 1 Aloha              .......            HI     HST
808-935-1748  Syscon Hilo                 Hilo               HI     HST
808-942-2508  The Computer Station        Honolulu           HI     DS
808-956-2626  Coconut Telegraph           Honolulu           HI     DS
809-293-6700  NAS Bermuda Computer Club   ......             PR     CS1
809-720-1246  Baron Carlos's Castle       Guaynabo           PR     HST
809-724-0621  Opus Amicus BBS             San Juan           PR     DS
809-751-7728  Mega-D RBBS 2               Rio Piedras        PR     HST
809-752-8713  Midi Land                   Carolina           PR     HST
809-756-8863  Cyclone BBS                 Rio Piedras        PR     HST
809-783-9542  The Island Sun I            Caparra Heights    PR     HST
809-789-6241  The Warehouse BBS           Puerto Nuevo       PR     HST
809-793-3923  The Island Sun II           Caparra Heights    PR     HST
812-279-2143  The Hotseat                 Bedford            IN     HST
812-284-1321  GenevaConvention Adult BBS  Clarksville        IN     HST4
812-284-5465  GenevaConvention Adult BBS  Clarksville        IN     HST4
812-334-0442  The Tradin' Place           ......             IN     CS1
812-428-3870  Ya!WeBeCAD!                 .....              IN     DS
812-442-5354  ATTEL BBS 1/A               Brazil             IN     HST
812-479-1310  Digicom BBS                 Evansville         IN     DS
812-941-9427  Digital Underground         New Albany         IN     V32
813-229-3200  CompuServe                  Tampa              FL     V32
813-237-6615  Bart's Computer Room        .....              FL     HST
813-262-2755  Trail-T BBS                 Naples             FL     HST
813-264-0073  Data Exchange 1             Tampa              FL     DS
813-264-6344  Entropy BBS                 Lutz               FL     HST
813-267-1215  The Emerald City            Fort Myers         FL     HST
813-275-5410  Mental Floss                Fort Myers         FL     DS2
813-278-5731  ArchonRAINBOW               Fort Myers         FL     DS
813-289-3314  Godfather                   Tampa              FL     HST
813-321-0734  Mercury Opus                St Petersburg      FL     HST
813-351-9358  Minas Tirith BBS            Sarasota           FL     HST
813-371-3600  The Grapevine BBS           Sarasota           FL     HST
813-376-6994  Mutt & Jeff's               New Port Richey    FL     HST4
813-376-8229  Mutt n Jeff's               New Port Richey    FL     DS
813-377-1470  The Above Board             Sarasota           FL     HST
813-378-1077  AmericanUnitedBroadcasting  Sarasota           FL     HST
813-392-6718  Beyond 2000                 Largo              FL     HST
813-445-4337  CSFSO Telecomm              Clearwater         FL     DS
813-446-7311  AquaScape                   Clearwater         FL     DS
813-471-0552  Ancestry TBBS               Sebring            FL     DS2
813-493-7386  The Back Door               Venice             FL     HST
813-497-7186  Crystal Visions 2           Bradenton          FL     HST
813-521-2925  The Jayhawk Amiga BBS!      St Petersburg      FL     HST
813-521-3664  Jayhawk BBS!                St Petersburg      FL     HST
813-527-5666  St Pete Programmers Xchg    St Petersburg      FL     DS2
813-530-0799  New Age                     St Petersburg      FL     HST
813-535-8560  Computer Vision BBS!        St Petersburg      FL     HST
813-542-5482  ENTREvous II                Cape Coral         FL     HST
813-545-0401  Park Place                  Pinellas Park      FL     HST
813-574-2301  Tandy Tane BBS I            Cape Coral         FL     HST
813-585-7082  FREE                        Largo              FL     HST
813-596-4999  Happy Hideaway              Seminole           FL     HST
813-596-7034  The Pegboard BBS            Largo              FL     HST
813-625-4740  The Southern State BBS      Port Charlotte     FL     V32
813-625-5636  The Gold Coast RBBS         Punta Gorda        FL     HST
813-647-3624  PC-net BBS                  Lakeland           FL     V32
813-675-8812  Byte Size Bits              LaBelle            FL     HST
813-693-2390  The Nite Line               Fort Myers         FL     HST
813-693-8095  AquaFlight                  Fort Myers         FL     DS2
813-745-5677  Chipper Clipper             Bradenton          FL     HST
813-746-7788  Silicon Dreams              Bradenton          FL     V32
813-755-0575  Jos' Lounge                 Bradenton          FL     DS
813-772-7585  The PIG Sty                 Cape Coral         FL     HST
813-785-3243  The FatherBoard             Palm Harbor        FL     DS2
813-796-2038  Cat House BBS! Systems      Safety Harbor      FL     HST
813-796-2486  Cat House BBS! Systems      Safety Harbor      FL     HST
813-831-2287  Runaway BBS                 .....              FL     DS
813-832-4133  DataCopy BBS                .....              FL     HST
813-855-5163  Mr. Bill's Place            Tampa              FL     HST
813-856-7926  Gulf Coast BBS              New Port Richey    FL     HST
813-862-1809  Studio PC BBS 2             Port Richey        FL     DS
813-862-7946  The Program BBS             Port Richey        FL     HST
813-862-8850  Studio PC BBS 1             Port Richey        FL     HST
813-868-3999  The Lions Den               Hudson             FL     DS
813-874-0507  The Jail BBS                .....              FL     DS
813-924-0499  ZimmComm                    Sarasota           FL     HST
813-924-4982  Grand BBS                   Sarasota           FL     HST
813-938-7386  The Fatherboard BBS         Holiday            FL     DS2
813-939-3394  ArchonRAINBOW               Fort Myers         FL     HST
813-949-3392  PC-Help! BBS                .....              FL     DS
813-961-6242  T.A.B.B.                    Tampa              FL     HST
813-968-3213  Data Exchange 2             Tampa              FL     HST
813-971-2934  Tower Club                  Tampa              FL     HST
813-973-2780  Rapid Transmit Authority    .....              FL     HST
813-973-3346  PC Consultants BBS          Wesley Chapel      FL     V32
813-977-5600  Bandit BBS                  .....              FL     HST
813-977-7065  Southern Systems            Tampa              FL     DS
813-979-7307  HealthSource BBS            Tampa              FL     V32
813-985-0336  Temple Terrace BBS          .....              FL     DS
814-337-2971  Compuphile BBS              Meadville          PA     HST4
814-455-9860  Storm Kingdom 1             ......             PA     HST4
814-456-0869  Cobra BBS                   ......             PA     CS1
814-459-2116  Bad Attitude BBS            ......             PA     CS1
814-459-4631  Storm Kingdom 2             ......             PA     HST4
814-725-8887  Hoosier Hideaway            North East         PA     HST
814-756-5661  The Gauntlet                Cranesville        PA     HST
815-233-5008  The Gateway Net BBS         Freeport           IL     DS2
815-234-2346  OverBoard BBS               Stillman Valley    IL     HST
815-282-9248  The Eagle's Nest            Rockford           IL     HST
815-385-5031  McHenry BBS 1               McHenry            IL     DS
815-385-7167  McHenry BBS 9               McHenry            IL     CS1
815-385-7113  McHenry BBS 2               McHenry            IL     DS
815-385-7956  McHenry BBS 7               McHenry            IL     CS1
815-385-7906  McHenry BBS 8               McHenry            IL     CS1
815-385-9011  McHenry BBS 3               McHenry            IL     DS
815-385-9013  McHenry BBS 5               McHenry            IL     HST4
815-385-9347  McHenry BBS 6               McHenry            IL     HST4
815-385-9936  McHenry BBS 4               McHenry            IL     HST4
815-434-4430  River City BBS              Ottawa             IL     DS
815-443-2489  The Black Star BBS          Pearl City         IL     HST
815-633-1558  Uncle Spikes Place          Machesney Park     IL     DS2
815-633-6455  The Silver Dragon Inn       Loves Park         IL     HST
815-654-9729  Outlaw Tech Zone            Rockford           IL     HST
815-748-2539  Castle Anthrax              DeKalb             IL     HST
815-868-2422  The Boomtown BBS            McConnell          IL     DS2
816-221-3817  CompuServe                  Kansas City        MO     V32
816-228-1719  Powertrain BBS              Blue Springs       MO     HST
816-228-3204  BenNETt                     Blue Springs       MO     DS
